151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4678,3.8475,8.2073,-1.0,-0.19066,-0.033781,0.099377,0.97603,-1.2307,2.0112,1.1927,0.006121081715494388,-0.006541672779444044,-0.00394514809202954
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46307,3.8397,8.2388,-1.0,-0.19029,-0.033774,0.099567,0.97608,-1.2307,2.0111,1.1927,0.005480430990897274,-0.006338305051559629,-0.0027229204362015907
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45834,3.8318,8.2702,-1.0,-0.18997,-0.033506,0.099822,0.97613,-1.2306,2.0111,1.1927,0.004857167696282239,-0.006183567791895702,-0.0016595160860576538
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45363,3.824,8.3017,-1.0,-0.1897,-0.033529,0.099961,0.97616,-1.2305,2.011,1.1926,0.004251291831649285,-0.0060774610004522625,-0.0007549350415977296
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4489,3.8162,8.3331,-1.0,-0.18962,-0.033323,0.10006,0.97618,-1.2305,2.0109,1.1926,0.003662803396998411,-0.006019984677229311,-9.177302821817938e-06
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44417,3.8084,8.3645,-1.0,-0.18959,-0.033397,0.10006,0.97618,-1.2305,2.0109,1.1926,0.0030917023923296254,-0.006011138822226864,0.0005777571302700833
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43945,3.8006,8.396,-1.0,-0.18968,-0.033389,0.099992,0.97617,-1.2305,2.0108,1.1926,0.0024422547149186417,-0.006007623301236672,0.0013609684799096664
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43472,3.7928,8.4274,-1.0,-0.18985,-0.0332,0.099911,0.97615,-1.2304,2.0108,1.1927,0.0018699094223089793,-0.006121228421851961,0.0015938133351181582
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42999,3.785,8.4589,-1.0,-0.19006,-0.033223,0.09988,0.97611,-1.2304,2.0107,1.1927,0.0013749925288147067,-0.006331985807468445,0.001315087399025521
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42528,3.7771,8.4903,-1.0,-0.18987,-0.033272,0.099939,0.97614,-1.2304,2.0106,1.1927,0.0009592971131520728,-0.006502561929150103,0.0008539836232036478
151450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42055,3.7693,8.5218,-1.0,-0.19014,-0.033354,0.099886,0.97609,-1.2304,2.0106,1.1927,0.0006023386093433894,-0.006660015974726178,0.00046756429272754973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41109,3.7537,8.5846,-1.0,-0.18993,-0.033394,0.09987,0.97613,-1.2304,2.0105,1.1927,0.00022109203927192094,-0.006803456838420707,0.00022761232551726947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41109,3.7537,8.5846,-1.0,-0.1896,-0.03359,0.10002,0.97618,-1.2304,2.0104,1.1927,-0.00030080253856268064,-0.006892350074162857,0.0003528561570512586
