Time,placement_label,user_acc_x(m/s^2),user_acc_y(m/s^2),user_acc_z(m/s^2),rotation_rate_x(rad/s),rotation_rate_y(rad/s),rotation_rate_z(rad/s),gravity_x(m/s^2),gravity_y(m/s^2),gravity_z(m/s^2),attitude_roll(rad),attitude_pitch(rad),attitude_yaw(rad),target_delta_x,target_delta_y,target_delta_z,target_delta_roll,target_delta_pitch,target_delta_yaw
150000000000.0,-1,-0.0721377174,0.097281968,0.03445076145,-0.025431,0.005073,-0.045779,-1.8319802864999999,-9.625423108,0.40592666344999995,-1.7889,1.3783,-0.82873,0.0,0.0,0.0,0.0,0.0,0.0
150000000000.0,-1,-0.0983214729,0.07975748444999999,0.04459083755,-0.025541,0.008714,-0.048238,-1.8313918875,-9.625619240999999,0.40536768439999993,-1.7886,1.3783,-0.8289,6.0000000000060005e-05,-0.00019999999999997797,-3.0000000000085514e-05,-0.0024310418958093383,-0.0022608059775104383,-0.0015838711078524081
150000000000.0,-1,-0.07157873834999999,0.08260141295,0.056290171,-0.024339,0.010012,-0.055459,-1.8291363579999997,-9.626011507,0.40504406494999995,-1.7887,1.3786,-0.82873,0.00010999999999994348,-3.333333333355171e-05,-9.99999999995449e-06,-0.000659551847903117,-0.0003089586216562523,-0.0014603935672736768
150000000000.0,-1,-0.045051750099999996,0.1065394456,0.03241097825,-0.018362,0.015054,-0.059058,-1.825409831,-9.626796038999998,0.40408301324999996,-1.7887,1.379,-0.82869,0.0002500000000000835,-3.333333333310762e-05,5.999999999994898e-05,0.001726296805587113,0.0005486655512916272,0.0006144091437836341
150000000000.0,-1,-0.048905763549999995,0.1556511488,0.025144250599999998,-0.006078,0.014217,-0.058881,-1.8221736364999999,-9.627384438,0.40386726694999997,-1.7889,1.3793,-0.82827,0.00021999999999999797,-3.333333333355171e-05,0.0001100000000000545,-0.0005901175359561694,-0.0008214199296303626,-0.00040965898737721496
150000000000.0,-1,-0.03315628365,0.18517897195,0.013533176999999999,0.001308,0.013231,-0.058767,-1.8186432424999999,-9.6280709035,0.40425953295,-1.7895,1.3797,-0.8275,0.00012999999999996348,-4.999999999988347e-05,5.999999999994898e-05,-4.04528914035307e-05,-0.0002694739757511666,-0.0006519802502402694
150000000000.0,-1,-0.007600153749999999,0.20170317719999997,0.024771597899999998,0.007624,0.007378,-0.058599,-1.8139360505,-9.6288554355,0.40588743685,-1.7909,1.3801,-0.82599,9.999999999998899e-05,-4.999999999988347e-05,1.0000000000065512e-05,-0.0006119414524994315,-0.00015186410639134174,-0.0006565915699139335
150000000000.0,-1,-0.010630408599999999,0.21406936285,-0.005207331149999999,0.012511,0.007491,-0.053722,-1.8100133905,-9.629541901,0.40698578165,-1.792,1.3805,-0.82484,9.999999999998899e-05,-0.00010000000000021103,2.0000000000020002e-05,-0.0004123389846049097,0.00013576333829234954,-0.0003877792008359915
150000000000.0,-1,-0.00057859235,0.20507666479999997,-0.022810267899999997,0.016221,0.006385,-0.052454,-1.8058945975,-9.630326432999999,0.40813315969999997,-1.7931,1.3809,-0.82363,0.000260000000000038,-6.666666666665932e-05,0.00016999999999989246,0.0008593698328662747,-0.0006847540907422012,0.001446154293351043
150000000000.0,-1,0.013905829699999999,0.1770100325,-0.045277303049999995,0.015209,0.002908,-0.054565,-1.8004028735,-9.6312090315,0.40949628405,-1.7944,1.3814,-0.8222,8.999999999992347e-05,-6.666666666665932e-05,6.0000000000060005e-05,-0.000277181216779665,-0.00011127138274491521,-3.1967594683157685e-05
