Time,placement_label,user_acc_x(m/s^2),user_acc_y(m/s^2),user_acc_z(m/s^2),rotation_rate_x(rad/s),rotation_rate_y(rad/s),rotation_rate_z(rad/s),gravity_x(m/s^2),gravity_y(m/s^2),gravity_z(m/s^2),attitude_roll(rad),attitude_pitch(rad),attitude_yaw(rad),target_delta_x,target_delta_y,target_delta_z,target_delta_roll,target_delta_pitch,target_delta_yaw
150000000000.0,3,0.1233284304,-0.12612332564999998,0.06599875449999999,-0.11241,0.055457,0.041554,-2.0273287545,-9.516961558999999,1.2196530604999998,-2.1124,1.3271,2.1356,0.0,0.0,0.0,0.0,0.0,0.0
150000000000.0,3,0.062429133899999996,-0.13545925645,-0.01399408955,-0.13606,0.037529,0.047949,-2.028799752,-9.518530623,1.204648886,-2.1066,1.3278,2.1301,9.999999999998899e-05,0.000700000000000145,9.999999999998899e-05,0.003047444468720739,0.0020244107654352472,-0.0002474766896738423
150000000000.0,3,-0.04423779815,-0.16352588875,-0.155925735,-0.1565,0.021703,0.055423,-2.0348798749999997,-9.520099687,1.1819955245,-2.097,1.3285,2.1207,0.00019999999999997797,0.0007999999999999119,9.999999999998899e-05,0.0036208191915199084,0.002147947658313054,-0.00016247036493188816
150000000000.0,3,-0.16742893545,-0.24170450254999998,-0.27471368645,-0.16839,0.011129,0.068248,-2.045863323,-9.521276485,1.1535562394999999,-2.0842,1.3289,2.1079,-9.999999999998899e-05,0.0004999999999999449,0.00019999999999997797,-0.002115201826983659,-0.0017599813144597576,0.001370807609518021
150000000000.0,3,-0.29307173524999997,-0.2917086109,-0.3496659124,-0.17703,0.004795,0.078918,-2.0532183104999997,-9.521668751,1.136786868,-2.0764,1.3291,2.1,-9.999999999998899e-05,0.0008000000000001339,0.000700000000000145,0.0015439139433297555,0.0016714719128638755,-0.000577919957923001
150000000000.0,3,-0.3745159635,-0.24981460209999998,-0.3260122726,-0.18449,0.011242,0.087433,-2.0615539629999997,-9.521962950499999,1.1190368314999999,-2.0681,1.3293,2.0915,9.999999999998899e-05,0.0004999999999999449,-5.0000000000105516e-05,0.0006597680133058059,0.0009227965266633831,0.0010965666251467887
150000000000.0,3,-0.3916972143,-0.13811685859999998,-0.2766259832,-0.18654,0.024044,0.089542,-2.0702818814999997,-9.5221590835,1.1009925955,-2.0596,1.3294,2.0829,9.999999999998899e-05,0.0004999999999999449,-4.999999999988347e-05,0.002759424811355382,0.002143785538521792,0.00041344560658762575
150000000000.0,3,-0.35119574979999996,0.0016671305000000001,-0.2031741747,-0.17576,0.037805,0.091694,-2.0930333095,-9.52029582,1.074416574,-2.045,1.3285,2.0687,-6.666666666665932e-05,0.000500000000000167,0.00029999999999996696,-0.00012729315346660108,0.00022904753013008872,0.0003089645299749755
150000000000.0,3,-0.28789382404999997,0.11607150939999998,-0.14354974269999998,-0.15321,0.055735,0.091701,-2.1022515605,-9.5200016205,1.058137535,-2.0371,1.3284,2.061,-6.666666666665932e-05,0.0006999999999999229,0.00029999999999996696,0.0008226007388609791,4.852120565557172e-05,0.00051784706356095
150000000000.0,3,-0.2413220432,0.1642810008,-0.0893385815,-0.12326,0.066144,0.091735,-2.111764011,-9.519511288,1.0443101584999999,-2.0301,1.3282,2.0544,-6.666666666665932e-05,0.0008999999999999009,0.0004999999999999449,0.002188362355585838,0.0017562150942260768,-0.0008500270172122626
