151450000000.0,0.03656,0.08905,-0.014389,0.0,0.0,0.0,0.10437,3.5627,9.0904,-1.0,-0.17383,0.0078082,-0.053753,0.98328,-1.5317,2.169,1.1931,-0.014567916931553902,-0.0015090713482308258,-0.011099124651595295
151450000000.0,0.011398,0.10056,0.0021057,9.3491,7.6324,-16.42,0.14003,3.5504,9.0742,-1.0,-0.17395,0.0089497,-0.054605,0.9832,-1.5319,2.1689,1.193,-0.014463869463897687,-0.003003586157380592,-0.010068088089055457
151450000000.0,0.0061951,0.054199,-0.012329,9.3491,7.6324,-16.42,0.1032,3.5864,9.061,-1.0,-0.17394,0.0098219,-0.055154,0.98316,-1.532,2.1689,1.1929,-0.014532174895860367,-0.004293037964277111,-0.00871158057168215
151450000000.0,-0.010162,0.000427,-0.019119,9.1782,6.0761,-13.914,-0.01236,3.5997,8.9491,-1.0,-0.17431,0.010292,-0.0556,0.98307,-1.5322,2.1689,1.1929,-0.014772833227441941,-0.005377426768920383,-0.007029602099475374
151450000000.0,0.0063629,-0.026657,-0.028397,10.034,7.9773,-15.752,0.000732,3.5901,8.9106,-1.0,-0.17476,0.010202,-0.055974,0.98297,-1.5323,2.1688,1.1928,-0.01518584445864241,-0.006256752571310409,-0.0050221526724351295
151450000000.0,0.038773,-0.060425,-0.017395,10.034,7.9773,-15.752,0.038574,3.5725,8.9186,-1.0,-0.17396,0.010259,-0.056061,0.9831,-1.5325,2.1688,1.1928,-0.01577120858946182,-0.006931015371447203,-0.0026892322905614193
151450000000.0,0.042282,-0.054398,0.000961,9.3491,7.2861,-14.751,0.10896,3.4599,8.9598,-1.0,-0.17434,0.010076,-0.056538,0.98301,-1.5328,2.1688,1.193,-0.01614225091154508,-0.007902228307712809,6.080166979788716e-06
151450000000.0,0.029099,0.0033417,0.039261,9.6909,7.2861,-14.417,0.12178,3.4407,9.0589,-1.0,-0.17443,0.0080509,-0.05668,0.983,-1.5329,2.1687,1.193,-0.016903369357964257,-0.008377138789644316,0.002673165218663539
151450000000.0,0.015213,0.050262,0.0737,10.718,7.2861,-15.417,0.24185,3.4085,9.2189,-1.0,-0.177,0.0056291,-0.05737,0.98252,-1.5328,2.1684,1.1924,-0.018726506593663362,-0.007938231154974053,0.006629392363677368
151450000000.0,-0.022171,0.11676,0.11276,10.718,7.2861,-15.417,0.13434,3.4135,9.2141,-1.0,-0.17807,0.0044742,-0.057946,0.9823,-1.5329,2.1682,1.1922,-0.021630897463051767,-0.0064339630843315895,0.01225288386825558
151450000000.0,-0.085663,0.19339,0.14793,10.034,6.9412,-15.752,0.11446,3.6156,9.2894,-1.0,-0.16947,0.0014401,-0.056193,0.98393,-1.5336,2.1685,1.1935,-0.023975684765878864,-0.005001771344451338,0.01608201976731835
151450000000.0,-0.16879,0.22397,0.13873,7.8094,6.0761,-16.252,0.18271,3.6183,9.3877,-1.0,-0.1694,0.00018128,-0.056462,0.98393,-1.5338,2.1684,1.1935,-0.02494400704191086,-0.004377964692650364,0.01662031829863912
151450000000.0,-0.22432,0.27118,0.12817,7.8094,6.0761,-16.252,0.1703,3.6864,9.4629,-1.0,-0.17086,-0.0011219,-0.057198,0.98363,-1.5338,2.1683,1.1933,-0.026145885971059893,-0.003922441195171215,0.017293157502944995
151450000000.0,-0.2496,0.2901,0.093018,7.8094,6.0761,-16.252,0.1447,3.4747,9.4004,-1.0,-0.17206,-0.00089376,-0.057619,0.9834,-1.534,2.1682,1.1934,-0.027800136926008995,-0.0032666905743815875,0.019367695241818767
151450000000.0,-0.22301,0.30208,0.056229,10.034,7.6324,-15.417,0.20143,3.3997,9.382,-1.0,-0.17224,0.0015946,-0.057657,0.98336,-1.5346,2.1683,1.1939,-0.027977217033158357,-0.00291310088513078,0.021101303513891115
0.0,-0.12219,0.28813,0.025848,10.034,7.6324,-14.751,0.060196,3.3774,9.4483,-1.0,-0.1736,0.00093466,-0.058253,0.98309,-1.5348,2.1682,1.1939,-0.026389962019330148,-0.0032211572421371676,0.022210105356959768
0.0,-0.12219,0.28813,0.025848,10.034,7.6324,-14.751,0.060196,3.3774,9.4483,-1.0,-0.17427,0.00042945,-0.058544,0.98296,-1.535,2.1682,1.1942,-0.023839769399210783,-0.004027281964345227,0.02275112610777239
151450000000.0,-0.12219,0.28813,0.025848,10.034,7.6324,-14.751,0.060196,3.3774,9.4483,-1.0,-0.17559,0.00015265,-0.058867,0.9827,-1.5352,2.1681,1.1944,-0.020820442184080683,-0.004937649762828447,0.02248075157166318
151450000000.0,-0.072037,0.25862,0.013046,10.547,8.4961,-15.251,0.030426,3.5343,9.2671,-1.0,-0.17739,-0.0003456,-0.059026,0.98237,-1.5353,2.168,1.1944,-0.01806825652979703,-0.005493640004131971,0.022385039203224082
151450000000.0,-0.069885,0.21014,0.01387,10.376,7.9773,-15.083,-0.072372,3.6495,9.145,-1.0,-0.17798,-0.00074403,-0.05884,0.98227,-1.5355,2.1679,1.1946,-0.01528509951587153,-0.006017653674996321,0.021368961264070688
151450000000.0,-0.086258,0.15869,-0.014267,10.718,7.9773,-15.417,-0.096069,3.676,8.9928,-1.0,-0.17352,-0.0027342,-0.057623,0.98314,-1.536,2.1681,1.1956,-0.010884503996394325,-0.007988383023342703,0.015115055884288763
151450000000.0,-0.11856,0.047028,-0.049133,10.718,7.9773,-15.417,-0.11469,3.6741,9.0029,-1.0,-0.17367,-0.0047814,-0.057534,0.98311,-1.5359,2.168,1.1955,-0.006363636363634856,-0.01100928597431598,0.005690878662907354
151450000000.0,-0.13588,-0.039276,-0.080383,10.205,8.1497,-15.919,-0.18938,3.5801,9.1211,-1.0,-0.17504,-0.0070498,-0.057852,0.98283,-1.5357,2.1677,1.1951,-0.00430931151210694,-0.013332599801128834,-0.0014174287251216924
151450000000.0,-0.075256,-0.095398,-0.089218,10.889,7.8049,-15.251,-0.019852,3.5268,9.1461,-1.0,-0.17518,-0.007971,-0.057681,0.98281,-1.5358,2.1675,1.195,-0.0037607109285449996,-0.014927190136976822,-0.0062260039882431175
151450000000.0,0.0021667,-0.12465,-0.059998,10.718,7.9773,-14.417,0.044708,3.3319,9.2391,-1.0,-0.17528,-0.0084506,-0.057449,0.9828,-1.5359,2.1674,1.195,-0.0031716845702870512,-0.01626374014485723,-0.010057432854636974
