149740000000.0,0.065297,0.069347,-9.2e-05,-0.002443,0.007997,-0.026852,0.1127,-0.30365,-0.94609,0.11857,0.30852,-1.7461,-1.0,-0.14923,-0.047884,-0.10774,0.98175,-1.0478,1.3369,1.1885,0.003415603044987847,0.011917208665465312,0.028212593932853976
149740000000.0,0.102,-0.016194,-0.009484,0.001327,0.005637,-0.024995,0.11275,-0.30431,-0.94588,0.11864,0.30922,-1.7463,-1.0,-0.14934,-0.047296,-0.10779,0.98175,-1.0478,1.3371,1.1887,0.0028204476176342625,0.011724289696347718,0.025936785824906657
149740000000.0,0.12817,-0.079281,-0.00826,0.007456,0.002787,-0.01939,0.11216,-0.30546,-0.94558,0.11806,0.31042,-1.7466,-1.0,-0.15,-0.047604,-0.10783,0.98164,-1.0478,1.3372,1.1889,0.0022717492297518894,0.011478529240815947,0.02349870409314065
149740000000.0,0.13972,-0.10069,-0.007135,0.003407,-0.00103,-0.012178,0.11125,-0.30676,-0.94527,0.11715,0.31178,-1.7468,-1.0,-0.15076,-0.04817,-0.10795,0.98148,-1.0477,1.3373,1.1892,0.0017695078813407266,0.011179927298869997,0.020898348737555958
149740000000.0,0.13659,-0.088948,-0.000757,0.001457,-0.002926,-0.00486,0.11036,-0.30808,-0.94494,0.11626,0.31317,-1.747,-1.0,-0.152,-0.048766,-0.10821,0.98123,-1.0477,1.3374,1.1894,0.0013137235724007745,0.01082848387050987,0.018135719758152584
149740000000.0,0.12398,-0.057952,0.008773,-0.000942,-0.002541,0.001203,0.10968,-0.30938,-0.94459,0.11559,0.31454,-1.7471,-1.0,-0.15202,-0.049583,-0.1084,0.98116,-1.0477,1.3375,1.1896,0.0009043963029320348,0.010424198955735594,0.015210817154930556
149740000000.0,0.097629,-0.014052,0.015055,-0.008082,-0.004499,0.006874,0.10939,-0.31038,-0.9443,0.11532,0.31559,-1.7471,-1.0,-0.15223,-0.049944,-0.10829,0.98112,-1.0477,1.3376,1.1897,0.0003115284093735003,0.009936916230683431,0.011670855950627106
149740000000.0,0.069176,0.030936,0.015993,-0.011702,-0.006683,0.008372,0.10953,-0.31111,-0.94404,0.1155,0.31636,-1.747,-1.0,-0.15239,-0.05017,-0.10818,0.9811,-1.0477,1.3377,1.1898,-0.000101977276843192,0.009412114691881059,0.008386408463368576
149740000000.0,0.038526,0.065291,0.012678,-0.010226,-0.005974,0.012224,0.11003,-0.31156,-0.94383,0.11606,0.31683,-1.7469,-1.0,-0.15236,-0.050458,-0.10817,0.98109,-1.0477,1.3378,1.1899,-0.000291674137847226,0.00884639835691227,0.0050522709613786045
149740000000.0,0.012001,0.081496,0.009402,-0.010742,-0.005892,0.015141,0.11057,-0.31196,-0.94364,0.11664,0.31726,-1.7468,-1.0,-0.15244,-0.050449,-0.10821,0.98108,-1.0477,1.3379,1.1899,-0.00019178878618200098,0.008226563646137185,0.001875190854201787
149740000000.0,0.000282,0.079466,0.002981,-0.008783,-0.005131,0.013581,0.11117,-0.31217,-0.9435,0.11729,0.31748,-1.7467,-1.0,-0.15265,-0.050617,-0.10827,0.98103,-1.0477,1.338,1.1899,0.000232073288032427,0.007704777739729064,-0.0009544938356252236
149740000000.0,0.000206,0.067748,-0.0002,-0.004841,-0.002722,0.015779,0.11177,-0.31233,-0.94338,0.11793,0.31764,-1.7467,-1.0,-0.15279,-0.050472,-0.10844,0.98099,-1.0477,1.338,1.1899,0.0009898609548946473,0.00730981140072223,-0.003376557397535907
149740000000.0,0.004345,0.047474,-0.006561,-0.003381,-0.002344,0.021193,0.11228,-0.31252,-0.94325,0.11848,0.31785,-1.7467,-1.0,-0.15257,-0.050147,-0.10853,0.98103,-1.0477,1.3381,1.1898,0.002034166299898664,0.007002026722308907,-0.005314250628934982
149740000000.0,0.007351,0.01975,-0.011844,0.000623,-0.001996,0.02497,0.11257,-0.31258,-0.9432,0.11878,0.31791,-1.7468,-1.0,-0.1524,-0.049898,-0.10863,0.98106,-1.0477,1.3382,1.1898,0.0030714623371928818,0.0066255073597741194,-0.006997136507625311
149740000000.0,0.007145,-0.007951,-0.014998,0.003925,-0.001374,0.02356,0.11259,-0.31264,-0.94318,0.11881,0.31797,-1.747,-1.0,-0.15238,-0.050019,-0.10883,0.98104,-1.0476,1.3382,1.1897,0.0038424046815613132,0.006306203509000298,-0.008506637108033815
149740000000.0,0.004843,-0.030307,-0.017097,0.005379,-0.001144,0.023953,0.1124,-0.31267,-0.94319,0.11862,0.318,-1.7472,-1.0,-0.1523,-0.050077,-0.10883,0.98105,-1.0476,1.3383,1.1896,0.004438032829639775,0.006074461668865905,-0.009945338267014806
149740000000.0,-0.003799,-0.039831,-0.010692,0.006182,-8.2e-05,0.022245,0.11224,-0.31277,-0.94317,0.11845,0.31811,-1.7474,-1.0,-0.15235,-0.050007,-0.10885,0.98104,-1.0475,1.3384,1.1895,0.004776272678370899,0.005485869996361601,-0.011139148341943914
149740000000.0,-0.008069,-0.03554,-0.003235,0.00457,0.004201,0.018575,0.11202,-0.31273,-0.94321,0.11821,0.31807,-1.7474,-1.0,-0.15233,-0.050258,-0.10879,0.98104,-1.0475,1.3384,1.1894,0.004863318499682733,0.004745138311574915,-0.011776506321959158
149740000000.0,-0.009045,-0.019555,0.004207,0.000748,0.005967,0.018088,0.11185,-0.31265,-0.94326,0.11802,0.31799,-1.7474,-1.0,-0.15195,-0.050494,-0.10873,0.98109,-1.0474,1.3385,1.1893,0.00499119761357823,0.00415505240680208,-0.012162615938837986
149740000000.0,-0.008873,0.006011,0.010566,-0.001773,0.006478,0.017282,0.1118,-0.31257,-0.94329,0.11798,0.3179,-1.7473,-1.0,-0.1519,-0.050776,-0.10883,0.98107,-1.0474,1.3385,1.1891,0.005489619160953954,0.0038907091354625327,-0.012364962155170578
149740000000.0,-0.006592,0.025172,0.011604,-0.002506,0.008115,0.015971,0.11196,-0.31247,-0.94331,0.11813,0.31779,-1.7472,-1.0,-0.15154,-0.050785,-0.10889,0.98112,-1.0473,1.3385,1.189,0.006410365081699855,0.004258915133037483,-0.012419488048858764
149740000000.0,-0.013997,0.033757,0.012643,-0.001656,0.005675,0.016325,0.11222,-0.31236,-0.94331,0.11841,0.31768,-1.747,-1.0,-0.15117,-0.050473,-0.10876,0.98121,-1.0473,1.3386,1.1889,0.007593824202220316,0.004991768138619918,-0.012313370390292809
